domain,comparison,sample,category,n,value
target,block_distribution,before,ad0c99797b2fcfe09ff409c2260e02da0e3a2e96d45ca1b4f8d6741767e5db25,1182,0.00907868965782096
target,block_distribution,before,766912eb835050c3947dff278da880fbe277c7a1c2e1a3f7302ab5e0eb50b52a,1205,0.009255347747609355
target,block_distribution,before,3b1490f5cdcacb9f6e5efda2ed924571a72b2747c7ed3cd28ed1ee2c40cab178,1211,0.009301432466684589
target,block_distribution,before,af3a8f77bb12757a670ba2a682dd749d77b8ce0eed46c59f46503c00e0eef0d4,2228,0.017112792349936633
target,block_distribution,before,2196d887006fa0ba2b7fe2c7bac71e3c64564e6b949ea071287a5906a7357ede,531,0.004078497638158147
target,block_distribution,before,12a6126d4b591e121450d367a938c2557642ccaeacb95b9c6bfee36ab702a3fc,29,0.00022274280886362764
target,block_distribution,before,14baa60f87b7815a3ec181acf910b50a5c0c5758527ac5cfc5a6ebd168c3a15d,3,2.3042359537616653e-05
target,block_distribution,before,617e5659281dc02918d7c119edbebe0c904fba4cddbfe53024ecac3897d46f2d,202,0.0015515188755328545
target,block_distribution,before,759c541a54bca78b171d39e306e95ec5898958ce9e514b9ab6f980858d05d17c,133,0.0010215446061676715
target,block_distribution,before,313fdb41d64ecb292a6a8209f9dd03b3122e0fb72a55deefec7d142cee716faa,870,0.006682284265908829
target,block_distribution,before,0bc52443a3ae200070abf025102dc36a173139263c26d96e1aa4885bf3c9ef8b,2331,0.01790391336072814
target,block_distribution,before,109fd96854b520700f2a7471650a2301bed42e1452dbfd1f46dc6c59daffeb3a,2179,0.016736433810822227
target,block_distribution,before,8385527944b9bd66f28452e7dc40e15531de6223160d76b231b4fac790f7911b,750,0.005760589884404163
target,block_distribution,before,3af24533ca1f431676d51ff27804f5079dfe753ba1ee575cfe2d09ce0a235ad5,1079,0.008287568647029456
target,block_distribution,before,de231d2d7002a9272742d0fbbf3750df622d05d622ae4c6fc7055cd2e178abfe,2436,0.01871039594454472
target,block_distribution,before,193ee9c9287914c20feb8e250cabc36fed374dd971df0e40805bdbe21338b44a,1518,0.011659433926034026
target,block_distribution,before,cfce125556868dd205bdec1729e79851cfb88d7f0b4948c34002f2d94587ad97,1633,0.012542724374975998
target,block_distribution,before,c842cad3927eee9a136e9ad8a5658dfcced9d807b9ab8da7176515379a6ac0ae,1501,0.011528860555320864
target,block_distribution,before,c96c9ba682222b61befa70c34a756052646a90937d95332404f3a49646a1f216,1917,0.01472406774453704
target,block_distribution,before,0120c711396fbeae6fc6dae2a5b5d8c03b6b8daa47dcf660fe486a5601b0d6b8,133,0.0010215446061676715
target,block_distribution,before,ec9330902635975dfd05ef559ccb660dbd3f0958ed899c2714a0d5c378a796ed,1,7.680786512538884e-06
target,block_distribution,before,5b4b23db57e9debf91b2e3c514cbb62585afe2c7308f95ca7a99fb0f322eddf5,762,0.00585275932255463
target,block_distribution,before,c1a8d46531a288d5b37c30c7c5cd50f91e5b89790e6a2f88098652d9b707c76e,748,0.0057452283113790855
target,block_distribution,before,db3b7b4242e3aed08e9e691acdd6bcab0c6ac0a0bfd44a059c2ae3489131763f,1454,0.011167863589231537
target,block_distribution,before,021a65b5f6e762074090eafd31a69393f8e44f57ef475898a5ea9dd8efcaa459,2245,0.017243365720649793
target,block_distribution,before,31882776acb1f5866f01f2ceae1d664b0d59fe866bcca8831f217079d3e8ccc4,1683,0.012926763700602941
target,block_distribution,before,6e866887ee0ea0217dd8825c78c8c083e93392d3bd16d5c02531410ecc5f5c57,1966,0.015100426283651446
target,block_distribution,before,66662252637e8681a7391f5c3357909229d7aa0e0034ba8d65881c8cc5ad2802,1705,0.013095741003878798
target,block_distribution,before,1a21cafef8e12a49ff77d7f82cc9f28520bb7c20b6ab2e009a65ccf99b37a50c,2567,0.019716578977687315
target,block_distribution,before,76e8380ed21879a2f7bb46f969719e77cf3b8bf74290c52faee4fdd75d49b7d7,2095,0.016091247743768963
target,block_distribution,before,8e936d2d67fcef75ac0ccff923e182433980630634b2eb945de72376c514b8b4,2107,0.01618341718191943
target,block_distribution,before,3f949cef11e10276b900b248596bd23fba152b4f3daeb971e4603aad3be57f7b,1523,0.01169783785859672
target,block_distribution,before,625390268fa9426193da7aa094e15c71f1f313a239107ffd8b38c3573a43cfda,220,0.0016897730327585544
target,block_distribution,before,d656f93e8ec3b27f2ccc20e779bf71d11ed55ed583ea22c0a5eed4e1cc304729,822,0.006313606513306962
target,block_distribution,before,aafd6ca8acbb97add365cc572ddf67b50741ff9ac3ccb91248edd9995f8df266,672,0.00516148853642613
target,block_distribution,before,8346076c330c099bd00f5c582a6a84b8b2771d4b511539919b0c03f05471d16e,604,0.0046391950535734855
target,block_distribution,before,d47b4c7be0df9a398125806a744c6b5ae5269046a6e34a1d252d2091b4d7f2df,985,0.0075655747148508
target,block_distribution,before,461c638231977eb66c169caca2a39dee0e93fe6b7630d4d6c1cb5291669ec622,2988,0.022950190099466184
target,block_distribution,before,2659b565db726080beb236b045ae72d37fc6019d3c2304da2c9344260b5ca2e6,2396,0.018403164484043166
target,block_distribution,before,e9be0d06c8fdc04415d56fa59daa9346010e01224042ca4e58550d2f3337a1e3,1774,0.01362571527324398
target,block_distribution,before,7955bf6b00eea7e9e32d04c31bcefb427837e91d327d1dfbcb47a89788dbdf8c,1945,0.01493912976688813
target,block_distribution,before,e5c2a232d43670799ca18381946a250504fd10cceb6558678309318f16149b55,2443,0.018764161450132495
target,block_distribution,before,a3b661c8475c040ed5111f2b10826aabb1ca97db56e541edd493d7ab27a6eece,1554,0.011935942240485426
target,block_distribution,before,845b102a953724266ef47368770e0eca31661800ef2115014a11ef3981a717bb,1057,0.0081185913437536
target,block_distribution,before,71ff1306759394b9a83f09b645f32dab0cd0c8843091229c7af3fe5aa73785fd,399,0.0030646338185030147
target,block_distribution,before,2fd2d803bc5e92114ef519b1770ad2006f03d754fd85f8346be72ab6c2c40ef4,557,0.004278198087484158
target,block_distribution,before,7b0c8338ddb806f97f2eca1c9de88925890f7640d12bdb3bd4604cce4a87a928,348,0.0026729137063635318
target,block_distribution,before,f075fc86d8b8d6a89d89baff02b7686144c1e3ab73ae58c8f160bb654919b1fa,501,0.003848074042781981
target,block_distribution,before,f4d5bbc0950051b803c56ded6613c5f6bb5362aa0c9529d98632bc2e4931d700,773,0.005937247974192557
target,block_distribution,before,2782e0c149d9cdc6112c86e29f3b2ae7a0362e05b7d3c1c4b428fde982945426,1356,0.010415146511002726
target,block_distribution,before,d5de0bbb2e8da190c9768a52ab3e417f14e93f0c04b8caf9d6bc8c955dbc651b,1413,0.010852951342217443
target,block_distribution,before,f280f0a16c8bddd4beedbd6684422cd2e4b908bb29d7885f6d7576b609d04745,3249,0.024954875379238833
target,block_distribution,before,b2d1d478c9cd3a732c0650799f7c3d2a338f4afadb7d93e7cd8965d2aec84a97,2883,0.0221437075156496
target,block_distribution,before,f4274b39782cf02f1fe204e1c26709279fc88e6d68d0c9463fe98fff8e4388dd,1804,0.013856138868620147
