representation,budget,fold,seed,N_train,N_test,R2,RMSE,MAE,Bias
palsar_l,250,1,43,250,20374,-0.1965233628738603,103.59560844999149,68.00300716408572,-0.46005465058391215
sentinel1_c_palsar_l,250,1,43,250,20374,-0.19380438664680155,103.47783632526183,67.9008553069802,-1.1980289970183597
sentinel1_sentinel2,250,1,43,250,20374,-0.11965607210255791,100.21277165835863,66.2474937003328,-5.7154697566066455
palsar_sentinel2,250,1,43,250,20374,-0.18274006489640082,102.9971976007135,67.63911262737814,-0.14390523563056495
sentinel1_palsar_sentinel2,250,1,43,250,20374,-0.1731845308764446,102.58028893798507,67.18568836606839,-0.685656578121093
alphaearth,250,1,43,250,20374,-0.05334595462977898,97.20000111185483,62.85730563472714,-4.822529702471811
dem,250,1,44,250,20374,-0.08654233973239989,98.71975780409198,66.71699337684021,0.48481071489447425
sentinel1_c,250,1,44,250,20374,-0.08676936832111681,98.7300708107097,66.6490869218538,-2.2131887632409355
palsar_l,250,1,44,250,20374,-0.08200664211609388,98.51349283828317,66.5991084733178,-0.6532257135456576
sentinel1_c_palsar_l,250,1,44,250,20374,-0.06213261138840531,97.60456399859788,65.5768309637719,-1.9036592289775152
sentinel1_sentinel2,250,1,44,250,20374,-0.12700457797449882,100.54109113224548,68.75366157032177,7.326691289344627
palsar_sentinel2,250,1,44,250,20374,-0.1406881274995282,101.14961049207427,69.1339395433765,7.38545852307128
sentinel1_palsar_sentinel2,250,1,44,250,20374,-0.10339288646599676,99.4823060602146,67.65574437685018,5.504047044072756
alphaearth,250,1,44,250,20374,0.016932758591068353,93.90146463483845,62.781365937832675,5.283105311521567
dem,500,1,42,500,20374,-0.00859698101253148,95.11293557407647,63.89867463049098,3.6290066863511288
sentinel1_c,500,1,42,500,20374,-0.02170262318314453,95.72888670833864,63.03751092106377,-1.731468885546098
palsar_l,500,1,42,500,20374,-0.0099452176205852,95.17648519716505,62.96895215290298,0.418647088646504
sentinel1_c_palsar_l,500,1,42,500,20374,-0.009642776195416536,95.1622332027591,62.19312128268306,-2.733446849703752
sentinel1_sentinel2,500,1,42,500,20374,0.022382627598217852,93.64082025253849,60.92765863160207,-1.25017560792621
palsar_sentinel2,500,1,42,500,20374,0.02447771788616049,93.54042760361274,61.41621074564495,-0.008513405197978384
sentinel1_palsar_sentinel2,500,1,42,500,20374,0.03251998820513835,93.15405288993097,60.299857310837304,-2.1032421195652757
alphaearth,500,1,42,500,20374,0.09360497911870103,90.1653161107247,57.471457516449,-2.7570191695738115
dem,500,1,43,500,20374,-0.1297316059403153,100.66265794514396,64.57059909878879,-6.085536611958458
sentinel1_c,500,1,43,500,20374,-0.15229809362986058,101.6630595699542,67.21905507064079,-3.8187070596465182
palsar_l,500,1,43,500,20374,-0.19595722519325443,103.5710973044212,66.69180906397416,-3.2305016401759574
sentinel1_c_palsar_l,500,1,43,500,20374,-0.1967777397248116,103.60661990409778,66.68835709704399,-3.7750570644887644
sentinel1_sentinel2,500,1,43,500,20374,-0.03023522442653448,96.12778855241366,62.71131165927515,-6.075282760368966
palsar_sentinel2,500,1,43,500,20374,-0.12681671382183168,100.53271101806615,64.75492422522562,-2.280876806428436
sentinel1_palsar_sentinel2,500,1,43,500,20374,-0.1372998449233378,100.99927213999705,64.6093720263919,-2.7029979358720873
alphaearth,500,1,43,500,20374,0.0538165133927766,92.12307716051963,58.35983639703857,-5.034008398925659
dem,500,1,44,500,20374,-0.07890873875588378,98.37236429683628,66.95467499162075,4.990257284566209
sentinel1_c,500,1,44,500,20374,-0.06050700939999931,97.5298431360337,66.76712175467006,5.69673707775231
palsar_l,500,1,44,500,20374,-0.06834419215492815,97.88955421376521,66.45672125187431,3.426758927045961
sentinel1_c_palsar_l,500,1,44,500,20374,-0.038844422096944164,96.52860060390937,65.6554630367426,4.612395754371927
sentinel1_sentinel2,500,1,44,500,20374,-0.0737125340696132,98.13518951547717,66.49057245782427,7.004342560297307
palsar_sentinel2,500,1,44,500,20374,-0.07831430160396691,98.34526087153696,66.50701241038387,5.741536733355059
sentinel1_palsar_sentinel2,500,1,44,500,20374,-0.06498058671671281,97.73533359252221,65.94384794078506,5.852606600062472
alphaearth,500,1,44,500,20374,0.03291733263683172,93.13492172185718,61.91426070473069,5.838382041687324
dem,1000,1,42,1000,20374,0.008646598947693818,94.29637648621576,62.40040411214566,-1.4322140337447247
sentinel1_c,1000,1,42,1000,20374,0.0065411466063526325,94.3964574585836,61.206497636138536,-4.638173900628798
palsar_l,1000,1,42,1000,20374,0.006680054830851212,94.38985783815315,61.72288049569584,-2.7512489546471497
sentinel1_c_palsar_l,1000,1,42,1000,20374,0.021712559491719685,93.67290590329733,60.5220377727324,-4.134768530569963
sentinel1_sentinel2,1000,1,42,1000,20374,0.048809766966916524,92.36649101316694,59.459045424172345,-3.1102766694759865
palsar_sentinel2,1000,1,42,1000,20374,0.04544468597685769,92.52973191666997,59.88715232359806,-2.1557218849153306
sentinel1_palsar_sentinel2,1000,1,42,1000,20374,0.049649431055394766,92.32571370796148,59.287078692279465,-3.356247859038594
alphaearth,1000,1,42,1000,20374,0.10877530561638105,89.4075840921125,56.16416900026803,-4.377191981615799
dem,1000,1,43,1000,20374,-0.06746835711831811,97.84942076207739,62.90125550702378,-8.37138963305909
sentinel1_c,1000,1,43,1000,20374,-0.04614639302654577,96.86725323069831,62.740177587234584,-8.108690276985394
palsar_l,1000,1,43,1000,20374,-0.055897186418762956,97.31764041156926,62.67157494271921,-7.4201029557334754
sentinel1_c_palsar_l,1000,1,43,1000,20374,-0.04965100008110923,97.02937098940262,62.076754671521805,-7.250240539363839
sentinel1_sentinel2,1000,1,43,1000,20374,0.01558451218191137,93.9658340539007,60.385024482913636,-6.687030862138866
palsar_sentinel2,1000,1,43,1000,20374,-0.012142937077986193,95.27998464455466,60.84970731213843,-6.004051094994549
sentinel1_palsar_sentinel2,1000,1,43,1000,20374,-0.003899134724299147,94.89116836581842,60.27128666747625,-6.147397400291531
alphaearth,1000,1,43,1000,20374,0.037817058877953724,92.89868798995244,56.94703471645407,-7.532117373243063
dem,1000,1,44,1000,20374,-0.03078395278110846,96.15338514440437,63.95877472713246,-1.237814403494826
sentinel1_c,1000,1,44,1000,20374,-0.02324621086761902,95.80117298722784,63.369787780648686,0.3361473361683807
palsar_l,1000,1,44,1000,20374,-0.02130044604011294,95.71004376971793,63.49848696012177,-0.4896627771494424
sentinel1_c_palsar_l,1000,1,44,1000,20374,0.005026814131562252,94.46837447263334,62.28872002889834,-0.29958624182772825
sentinel1_sentinel2,1000,1,44,1000,20374,0.00021849890136727002,94.69636366312766,62.924905551667166,3.5440832175247414
palsar_sentinel2,1000,1,44,1000,20374,0.007349936923123246,94.35802482214086,62.90510579639822,3.471986357983084
sentinel1_palsar_sentinel2,1000,1,44,1000,20374,0.014354976558129007,94.02449743776194,62.36333223960586,2.8823666396102685
alphaearth,1000,1,44,1000,20374,0.09881746363825261,89.90568154200787,57.8006851612276,-0.1539616165170253
dem,2500,1,42,2500,20374,-0.009911699943965235,95.17490584361926,62.982106155950156,-0.49158248352718803
sentinel1_c,2500,1,42,2500,20374,-0.0018435902235718338,94.79397086826555,61.90670580996998,-1.436640244010083
palsar_l,2500,1,42,2500,20374,-0.0018641325587516189,94.79494271634623,62.3219740413853,-0.1135649716168806
sentinel1_c_palsar_l,2500,1,42,2500,20374,0.020214906529930854,93.74458005967405,61.35554160272179,-0.4281783118424673
sentinel1_sentinel2,2500,1,42,2500,20374,0.029358229878785225,93.30614407378307,60.23528208118931,-0.7478024928042133
palsar_sentinel2,2500,1,42,2500,20374,0.028109581736934564,93.36613999717397,60.4138168684875,-0.5409070486690576
sentinel1_palsar_sentinel2,2500,1,42,2500,20374,0.03636784331059295,92.9686224915184,60.07829494810618,-0.7195149614717751
alphaearth,2500,1,42,2500,20374,0.12177815770293177,88.75296512043263,55.7884932456756,-1.931090458503357
dem,2500,1,43,2500,20374,-0.0014408227545736896,94.77491411818959,61.94876884404235,-5.066083064649339
sentinel1_c,2500,1,43,2500,20374,0.01289329133285022,94.09418951775992,61.299240858352796,-4.2805480528559325
palsar_l,2500,1,43,2500,20374,-0.013074810814843296,95.32383639939975,61.79376724480714,-4.215177624066163
sentinel1_c_palsar_l,2500,1,43,2500,20374,0.01508532459223999,93.98965561798224,60.73991301829534,-3.794280797617631
sentinel1_sentinel2,2500,1,43,2500,20374,0.06290709794492688,91.67946667704219,59.18119867763978,-3.1314610511963124
palsar_sentinel2,2500,1,43,2500,20374,0.04173744972763904,92.70923810021982,59.7301159790481,-2.677316876061988
sentinel1_palsar_sentinel2,2500,1,43,2500,20374,0.050603680552817054,92.27934982093997,59.23547610179563,-2.993737765903595
alphaearth,2500,1,43,2500,20374,0.12248286323540913,88.71734925756203,55.19801279307109,-4.840978444244308
dem,2500,1,44,2500,20374,-0.005479809957239512,94.9658437584531,63.24502099410454,0.640269468436664
sentinel1_c,2500,1,44,2500,20374,0.01572202866516792,93.95927061472712,62.46787925745169,1.5952741276548053
palsar_l,2500,1,44,2500,20374,0.013855022025783592,94.04834071450261,62.26516962391987,0.7356890040330768
sentinel1_c_palsar_l,2500,1,44,2500,20374,0.033567899869209716,93.10359000445783,61.46127161126289,1.1593783549206813
sentinel1_sentinel2,2500,1,44,2500,20374,0.06308560979769107,91.67073400448594,60.123703917221,1.9300400399594908
palsar_sentinel2,2500,1,44,2500,20374,0.05413190530119061,92.10772216059144,60.29951705188095,1.1999896031764525
sentinel1_palsar_sentinel2,2500,1,44,2500,20374,0.06108430837955692,91.76858867817195,59.97937566823413,1.3750080997867131
alphaearth,2500,1,44,2500,20374,0.11515204462129613,89.08715293743715,56.55627764302572,0.3927969782359244
dem,25,2,42,25,20635,-0.038324425218334124,83.8873453640041,58.93474912464875,-6.104547540841615
sentinel1_c,25,2,42,25,20635,-0.0912189683412552,85.99750854674818,61.42167808174916,-2.691059957961285
palsar_l,25,2,42,25,20635,-0.02587048906552325,83.38274428201088,58.54974829996172,-7.336025713533927
sentinel1_c_palsar_l,25,2,42,25,20635,-0.04692530923663929,84.23406616384871,59.602474539983014,-4.269352557106219
sentinel1_sentinel2,25,2,42,25,20635,-0.0399938251165306,83.9547545853106,59.677999474175,-0.9990889867223167
palsar_sentinel2,25,2,42,25,20635,-0.05930409890258481,84.73059233104475,60.50755940686116,-3.318560396720796
sentinel1_palsar_sentinel2,25,2,42,25,20635,-0.056695991659793554,84.6262206676578,60.28880051952408,-2.4370521021547193
alphaearth,25,2,42,25,20635,0.03214569124210265,80.99065476190812,57.40972696615069,3.153150920784797
dem,25,2,43,25,20635,0.0003227258388631693,82.31136915726891,58.51936215202872,3.5881274636040277
sentinel1_c,25,2,43,25,20635,-0.35916983977948735,95.97691374128591,71.3172796524863,12.823918199435266
palsar_l,25,2,43,25,20635,-0.43967515428189063,98.77844178435342,72.93081515881401,-7.928491729688486
sentinel1_c_palsar_l,25,2,43,25,20635,-0.3638668860527319,96.1426101780113,71.38185062315593,4.4825809606779705
sentinel1_sentinel2,25,2,43,25,20635,-0.19365553435076044,89.94342558285486,66.50504966186392,10.098118229388449
palsar_sentinel2,25,2,43,25,20635,-0.3117308338332545,94.2871003115742,69.40603036647099,-0.16228088370984983
sentinel1_palsar_sentinel2,25,2,43,25,20635,-0.25443088615441845,92.20474802425748,68.11598686630418,6.38594594579481
alphaearth,25,2,43,25,20635,-0.179503860188875,89.40866275053331,66.77286713512613,20.713275260153548
dem,25,2,44,25,20635,-0.03676431375748579,83.82430013313822,61.91018682055264,19.322708945670726
sentinel1_c,25,2,44,25,20635,-0.23377908780209844,91.44261106905998,69.86243849118927,24.921571301270152
palsar_l,25,2,44,25,20635,-0.10663830894404835,86.60296602609075,64.0225333495086,14.896407680798085
sentinel1_c_palsar_l,25,2,44,25,20635,-0.22099345092591016,90.96756784389981,69.0925898220438,24.820928821027678
sentinel1_sentinel2,25,2,44,25,20635,-0.33549783497717933,95.1374507746586,73.41222579107875,31.491793832647275
palsar_sentinel2,25,2,44,25,20635,-0.203453050036275,90.31179870842061,68.36680178578874,23.48514890065349
sentinel1_palsar_sentinel2,25,2,44,25,20635,-0.2472433584048328,91.94021522835854,70.34089324718185,28.58182906584565
alphaearth,25,2,44,25,20635,-0.2876497150027808,93.41761688958279,71.59992851899318,26.91414587038443
dem,50,2,42,50,20635,-0.012269459410487071,82.82815416935169,57.98098214346282,-2.575496035451709
sentinel1_c,50,2,42,50,20635,-0.039819207306446947,83.94770617288124,59.492916941028874,1.4193317023958023
palsar_l,50,2,42,50,20635,-0.013188468009490695,82.86574421829727,58.89860369849845,3.4191832486498326
sentinel1_c_palsar_l,50,2,42,50,20635,-0.03673248493479031,83.82301341385755,59.71733746965823,2.428359010903065
sentinel1_sentinel2,50,2,42,50,20635,-0.0030096499233809304,82.44844549865482,58.28289964386374,0.6902948229083061
palsar_sentinel2,50,2,42,50,20635,0.013413852256027758,81.77064487762351,57.44803866581231,-0.7457419390824475
sentinel1_palsar_sentinel2,50,2,42,50,20635,0.009262492507838394,81.94250164822988,57.968774949681816,1.8535728959041935
alphaearth,50,2,42,50,20635,0.014858376748992486,81.71076010833436,56.951099952819064,-2.1774982885208005
dem,50,2,43,50,20635,-0.01913515724814374,83.108569663668,58.20863535694375,-2.1977897529656842
sentinel1_c,50,2,43,50,20635,-0.2849481153836395,93.3195663438985,68.09330145771108,1.6687590031061825
palsar_l,50,2,43,50,20635,-0.2085402824635343,90.50248026501714,65.13411999855136,-11.80130133680832
sentinel1_c_palsar_l,50,2,43,50,20635,-0.18441541632888292,89.59462206822425,64.6765127367222,-6.404834927581246
sentinel1_sentinel2,50,2,43,50,20635,-0.16770305210050274,88.96027643430743,64.79897198780304,1.8896826243571667
palsar_sentinel2,50,2,43,50,20635,-0.13616112437589845,87.75055635058857,62.995196677113114,-4.72589098112554
sentinel1_palsar_sentinel2,50,2,43,50,20635,-0.13846485407251796,87.83947472147155,63.37862331198922,-2.005758442959824
alphaearth,50,2,43,50,20635,0.047861606510539945,80.33040470808275,56.32448114033106,-1.4112516529599286
dem,50,2,44,50,20635,-0.17371600485359084,89.18902769344164,65.53340235186342,21.55759023576729
sentinel1_c,50,2,44,50,20635,-0.16086486834275848,88.69941390642754,66.097420252815,16.14175888846746
palsar_l,50,2,44,50,20635,-0.13854018593594697,87.84238082868703,64.82079900810237,17.754700180448467
sentinel1_c_palsar_l,50,2,44,50,20635,-0.11338449643321358,86.86653549928158,63.939224100120725,13.165179825545522
sentinel1_sentinel2,50,2,44,50,20635,-0.13125226720947114,87.56078518956772,65.0018253629596,14.792578930250587
palsar_sentinel2,50,2,44,50,20635,-0.15312539140740267,88.40324028709126,66.08688113196206,18.587421615019252
sentinel1_palsar_sentinel2,50,2,44,50,20635,-0.10662836961083855,86.60257711055162,64.0800639965515,14.617237929775674
alphaearth,50,2,44,50,20635,-0.04123633961546269,84.00489135476744,61.62980980938892,13.666004747959738
dem,100,2,42,100,20635,-0.30259098132694184,93.95804019613024,64.96597733906547,5.768936566680353
sentinel1_c,100,2,42,100,20635,-0.3582422044863387,95.94415596292124,69.19324196176805,13.294442243509105
palsar_l,100,2,42,100,20635,-0.30411417461917845,94.01295937052602,67.21800537137834,7.126208149661859
sentinel1_c_palsar_l,100,2,42,100,20635,-0.3035170247968917,93.99143278523628,67.42311777348324,8.187196131799142
sentinel1_sentinel2,100,2,42,100,20635,-0.2618836036132979,92.47824189144748,63.61206090945804,4.6342917366585406
palsar_sentinel2,100,2,42,100,20635,-0.21465376459032437,90.73109794538426,62.669526477879344,3.492139516865867
sentinel1_palsar_sentinel2,100,2,42,100,20635,-0.21969660736827268,90.91924569865058,62.961325002316244,4.754429709275938
alphaearth,100,2,42,100,20635,-0.22796415518071944,91.2268671663127,64.17013891767063,6.989371562967477
dem,100,2,43,100,20635,-0.05725289666009603,84.6485177890376,59.333458040732,-5.9647947050509424
sentinel1_c,100,2,43,100,20635,-0.1049229169749506,86.53581868193906,61.42249683642278,-5.170656929566022
palsar_l,100,2,43,100,20635,-0.09466739993781026,86.13328450551722,60.79436805911084,-7.905166933615609
sentinel1_c_palsar_l,100,2,43,100,20635,-0.07970152948580278,85.54246768000847,60.40611270420465,-5.949411783410115
sentinel1_sentinel2,100,2,43,100,20635,-0.07597022577785606,85.39452810563108,61.32676619978184,2.933478375673649
palsar_sentinel2,100,2,43,100,20635,-0.07203597098225356,85.23826378855793,60.75402054543153,1.105228259403489
sentinel1_palsar_sentinel2,100,2,43,100,20635,-0.07374276504272692,85.30609094446648,60.94803255383455,1.721168583970984
alphaearth,100,2,43,100,20635,0.05513900624165047,80.02282452416723,56.60134976919757,4.235449929441939
dem,100,2,44,100,20635,-0.10614528941100043,86.58367259025185,62.41532232540856,9.838924507393521
sentinel1_c,100,2,44,100,20635,-0.08513556307065828,85.75746100098635,62.20745417904661,4.599204367634696
palsar_l,100,2,44,100,20635,-0.14778059243015962,88.1981254152281,64.31970547672738,10.274134196246143
sentinel1_c_palsar_l,100,2,44,100,20635,-0.08740753865569428,85.84719033349013,62.12608001034288,6.714768018207289
sentinel1_sentinel2,100,2,44,100,20635,-0.12114206344841927,87.16863384563271,64.07345182163695,6.167385613834604
palsar_sentinel2,100,2,44,100,20635,-0.13795300354468987,87.81972631376966,64.00892471560377,4.662661815700686
sentinel1_palsar_sentinel2,100,2,44,100,20635,-0.11559741466617002,86.95281886285989,63.09736594925916,3.5740330547289996
alphaearth,100,2,44,100,20635,-0.011410651371041913,82.79301106697757,59.23713066838647,4.323041706602894
dem,250,2,42,250,20635,-0.014683425194857103,82.92685578879811,58.0215588103939,-2.061264028126248
sentinel1_c,250,2,42,250,20635,-0.025606470343214838,83.37201387186246,58.806645458318094,1.3472772597342941
palsar_l,250,2,42,250,20635,-0.09748013402599254,86.24387270684947,60.35795616170133,-4.066704032770267
sentinel1_c_palsar_l,250,2,42,250,20635,-0.07264782699271088,85.26258484960397,59.82026419143872,-1.4901894380746952
sentinel1_sentinel2,250,2,42,250,20635,-0.016642594438240232,83.00687552351485,58.22931606193135,-2.303224491869351
palsar_sentinel2,250,2,42,250,20635,-0.0316309590916819,83.61652204048328,58.34144617486253,-4.14265537708305
sentinel1_palsar_sentinel2,250,2,42,250,20635,-0.038553269226042186,83.89658913127508,58.58801958589587,-3.7927975063840935
alphaearth,250,2,42,250,20635,0.06748467078197917,79.49831174986824,54.82355292291844,-3.376725510095599
dem,250,2,43,250,20635,-0.0008320136411503753,82.35889487285998,57.33142914117122,-4.910242923235521
sentinel1_c,250,2,43,250,20635,-0.02213994277746867,83.2309968154658,58.14515474523114,-4.2732591626023595
palsar_l,250,2,43,250,20635,-0.018833949362580205,83.09628728567634,58.28909432246272,-3.0695898207388135
sentinel1_c_palsar_l,250,2,43,250,20635,-0.007796903468648031,82.64496991240824,57.77674619135007,-2.2259996611758783
sentinel1_sentinel2,250,2,43,250,20635,0.018967423540045325,81.54017337778865,56.482214484258634,-4.411740422219889
palsar_sentinel2,250,2,43,250,20635,0.017476896289840504,81.60209370738164,56.61100278438489,-4.216459815369806
sentinel1_palsar_sentinel2,250,2,43,250,20635,0.019287628367066323,81.52686511025611,56.6618061767011,-2.9923278715813764
alphaearth,250,2,43,250,20635,0.11612152811242682,77.39736835576893,53.48112715566526,1.6988969901182394
dem,250,2,44,250,20635,-0.0279490056981202,83.46717244542722,59.34636296696696,4.545575865123309
sentinel1_c,250,2,44,250,20635,-0.03432455572462656,83.72561257962809,59.660325755844596,2.72760989919604
palsar_l,250,2,44,250,20635,-0.05654915638584135,84.62034076175433,60.49636448876513,4.283528304579598
sentinel1_c_palsar_l,250,2,44,250,20635,-0.024124432587496303,83.31175433494448,59.25333759838914,4.010526189091112
sentinel1_sentinel2,250,2,44,250,20635,-0.007121773606183046,82.61728306664979,58.708617199928916,1.7421344660719662
palsar_sentinel2,250,2,44,250,20635,-0.026577111194361347,83.41145645879992,59.75627955968891,4.067525966224711
sentinel1_palsar_sentinel2,250,2,44,250,20635,-0.008852390855412784,82.6882365146973,58.943424859989626,3.882817142131697
alphaearth,250,2,44,250,20635,0.08217787819802858,78.86951616837382,54.82830249161267,1.3407020083114523
dem,500,2,42,500,20635,-0.0015266903830930545,82.38747253803395,57.19979192898296,-6.027542655751573
sentinel1_c,500,2,42,500,20635,-0.002816655126727241,82.4405129296692,57.16300434213146,-5.525344110718
palsar_l,500,2,42,500,20635,-0.024965964670874197,83.34597630811375,57.83307271059384,-5.518527219237376
sentinel1_c_palsar_l,500,2,42,500,20635,-0.020124799345506927,83.14891160526814,57.63888846640999,-5.874525877527839
sentinel1_sentinel2,500,2,42,500,20635,0.021459683054264156,81.43653334134493,56.68977074280551,-4.337222578556094
palsar_sentinel2,500,2,42,500,20635,0.01291225558178477,81.79142900866569,56.68131044094907,-5.860650400097725
sentinel1_palsar_sentinel2,500,2,42,500,20635,0.022862553218616855,81.37813725040623,56.38235254674484,-4.924080835939513
alphaearth,500,2,42,500,20635,0.1003473244920251,78.08495314133367,53.32417165887505,-5.813920891946709
dem,500,2,43,500,20635,0.012890857376959053,81.79231554599517,57.15711093977419,-0.008777303975220967
sentinel1_c,500,2,43,500,20635,-0.00013892868578890827,82.33037280521116,57.47865977340502,-0.6380150329121466
palsar_l,500,2,43,500,20635,0.01719808758314678,81.61367092135482,56.97633499321581,-0.48077694941634863
sentinel1_c_palsar_l,500,2,43,500,20635,0.014223449863175808,81.7370872884362,56.86897697148157,-0.595088290659766
sentinel1_sentinel2,500,2,43,500,20635,0.0323489298911146,80.98215074672468,56.19389965023247,-1.9060588287561282
palsar_sentinel2,500,2,43,500,20635,0.03114549935779698,81.03249229751937,56.4743840741971,-0.49376048350806945
sentinel1_palsar_sentinel2,500,2,43,500,20635,0.04002949744602968,80.66011935828448,55.987484065413994,-1.2662335439602308
alphaearth,500,2,43,500,20635,0.10483683829219304,77.88987679079894,53.74945258948733,1.0454656931991841
dem,500,2,44,500,20635,0.01659289751705917,81.63879509998785,56.90068330212526,-2.8698313530980655
sentinel1_c,500,2,44,500,20635,0.004872046143508557,82.12386475568054,57.283193465887415,-2.787490893461633
palsar_l,500,2,44,500,20635,-0.014824694396244675,82.93262832960889,58.167715381945705,-2.489223577764142
sentinel1_c_palsar_l,500,2,44,500,20635,0.00922041119366912,81.94424187281739,57.169912051974755,-2.4882770521229363
sentinel1_sentinel2,500,2,44,500,20635,0.055946666557345925,79.98861574762014,55.412794386585155,-2.9894250881535473
palsar_sentinel2,500,2,44,500,20635,0.04299108448702471,80.53560173461726,56.01969458790844,-2.8458068785494595
sentinel1_palsar_sentinel2,500,2,44,500,20635,0.05100365049888789,80.19775054680609,55.64993179814756,-2.319858090363887
alphaearth,500,2,44,500,20635,0.12487238456429672,77.01327822292902,52.4336859434092,-2.7198320771811257
dem,1000,2,42,1000,20635,0.013267605979395136,81.77670527551155,56.41956737199155,-7.104191320399372
sentinel1_c,1000,2,42,1000,20635,0.02124560650697238,81.44544084274666,55.90221415467248,-7.562600889409796
palsar_l,1000,2,42,1000,20635,-0.005726498545640668,82.56003388851038,56.826879535760085,-8.51530900289216
sentinel1_c_palsar_l,1000,2,42,1000,20635,0.0047550566654191995,82.12869194683834,56.16529927638973,-8.829046614059667
sentinel1_sentinel2,1000,2,42,1000,20635,0.05274394932666482,80.12418224692344,55.14967089228324,-7.196012071324507
palsar_sentinel2,1000,2,42,1000,20635,0.04182985285792096,80.58444774551603,55.46572713325182,-7.254930365611246
sentinel1_palsar_sentinel2,1000,2,42,1000,20635,0.046522943664318195,80.38685530289865,55.272371209393285,-7.394472991751438
alphaearth,1000,2,42,1000,20635,0.11878919584379821,77.2804821020099,52.58319570908778,-5.722371126214838
dem,1000,2,43,1000,20635,0.019194171117329573,81.53074958000568,56.675583261499334,-4.165790250453231
sentinel1_c,1000,2,43,1000,20635,0.007095650901270623,82.03206091251604,57.174553003676394,-3.5316147349028566
palsar_l,1000,2,43,1000,20635,0.022835006944745273,81.37928429919906,56.511953764987105,-4.102191249527527
sentinel1_c_palsar_l,1000,2,43,1000,20635,0.02522397200940385,81.27974571645343,56.358470633149444,-3.890569784013234
sentinel1_sentinel2,1000,2,43,1000,20635,0.03920447297144647,80.69477265261928,55.77572328592602,-3.7499889379555675
palsar_sentinel2,1000,2,43,1000,20635,0.04348562460256966,80.5147904172814,55.75729573772747,-3.0497183655085816
sentinel1_palsar_sentinel2,1000,2,43,1000,20635,0.04531038087364936,80.43795414084146,55.49925863697151,-3.8106105581448824
alphaearth,1000,2,43,1000,20635,0.1380118334466789,76.43294051390926,52.12667778344757,-1.1115680808300514
dem,1000,2,44,1000,20635,-0.00483329981372882,82.52336442724119,58.165478239668076,1.177723507110574
sentinel1_c,1000,2,44,1000,20635,0.009785900111422219,81.92085363641523,57.42105609077032,-0.9999836545836785
palsar_l,1000,2,44,1000,20635,0.0010050320353188757,82.28327451869124,57.86222858647131,0.24217008685910615
sentinel1_c_palsar_l,1000,2,44,1000,20635,0.00545522601586057,82.09979749700365,57.41948401680287,-0.715115044814196
sentinel1_sentinel2,1000,2,44,1000,20635,0.05048761955064707,80.21955194622626,55.956825627722495,0.14214377159474748
palsar_sentinel2,1000,2,44,1000,20635,0.04449322330909011,80.47237183118663,56.30144529137958,0.5695089938943402
sentinel1_palsar_sentinel2,1000,2,44,1000,20635,0.04763579668583795,80.33992975158952,56.0302816502302,0.013893795059710546
alphaearth,1000,2,44,1000,20635,0.12121127390497077,77.17420324354543,52.86828919988128,0.19619859975801174
dem,2500,2,42,2500,20635,0.03156344971714298,81.01501226695825,56.175993490597605,-4.281822900815934
sentinel1_c,2500,2,42,2500,20635,0.043187032984786766,80.52735644150232,55.42031979676592,-5.04715253311402
palsar_l,2500,2,42,2500,20635,0.033227522206183635,80.94537795986241,55.816932491350684,-5.3060929201345886
sentinel1_c_palsar_l,2500,2,42,2500,20635,0.04823146177654791,80.31480114182817,55.05305292042102,-5.890784990426013
sentinel1_sentinel2,2500,2,42,2500,20635,0.07381528004995874,79.2280053041356,54.44124950359753,-4.225363766393093
palsar_sentinel2,2500,2,42,2500,20635,0.06697314167669488,79.52011306710526,54.74670622044024,-4.520843575279149
sentinel1_palsar_sentinel2,2500,2,42,2500,20635,0.07503591112316299,79.17578027422839,54.27358620478602,-4.895772513044515
alphaearth,2500,2,42,2500,20635,0.15378722339798911,75.73030487683803,51.17626090623295,-3.62937573490715
dem,2500,2,43,2500,20635,0.037039770615879264,80.78562543047167,56.142381030706986,-3.644493130872626
sentinel1_c,2500,2,43,2500,20635,0.0438162812928895,80.50087266758344,55.74373776733073,-3.66938721298847
palsar_l,2500,2,43,2500,20635,0.043411392570431695,80.51791460480457,55.75656922161902,-3.6277064620769046
sentinel1_c_palsar_l,2500,2,43,2500,20635,0.053462060874493456,80.09380555548647,55.21905508842984,-3.830914882034076
sentinel1_sentinel2,2500,2,43,2500,20635,0.07489064590988381,79.18199729130286,54.435735312620196,-3.5642850114901674
palsar_sentinel2,2500,2,43,2500,20635,0.07664146771877878,79.10703360067149,54.48514210394931,-3.2733571127421075
sentinel1_palsar_sentinel2,2500,2,43,2500,20635,0.08009956149513986,78.95876175368694,54.25013123684734,-3.3163940234422764
alphaearth,2500,2,43,2500,20635,0.16306651207828637,75.31394360605876,50.9405730978507,-2.1119640941419324
dem,2500,2,44,2500,20635,0.027284427700015934,81.1937967889042,56.5866936398053,-3.6694002241841552
sentinel1_c,2500,2,44,2500,20635,0.04277050014273376,80.54488266662194,55.83443165746447,-4.480722018723158
palsar_l,2500,2,44,2500,20635,0.03318087709331985,80.94733067409236,56.0304800070829,-4.581958556544897
sentinel1_c_palsar_l,2500,2,44,2500,20635,0.043976081302850134,80.49414562469636,55.5314548664515,-4.876154468560343
