representation,method,budget,fold,seed,N_train,N_test,R2,RMSE,MAE,Bias
conventional,bias_only,2500,1,43,2500,26059,-0.32966031976472987,110.04951931569418,75.20989566649163,-2.9484731925120378
conventional,affine,2500,1,43,2500,26059,0.040254581086032415,93.49660032381621,61.190226229412325,-1.2269367350529807
conventional,local_xgboost,2500,1,43,2500,26059,0.05388994017447912,92.83005885564809,59.876527698901675,-1.4053336949903092
alphaearth,bias_only,2500,1,44,2500,26059,-0.13902459444891146,101.8554675131491,66.63826490063985,-6.757622274354991
alphaearth,affine,2500,1,44,2500,26059,0.041287942898107,93.44625268208745,60.42434206941157,-2.8781325967014664
alphaearth,local_xgboost,2500,1,44,2500,26059,0.12430959572612021,89.30856085050777,55.5961390249543,-2.94771791404802
conventional,bias_only,2500,1,44,2500,26059,-0.3320005937612551,110.14632328902688,75.18430819469972,-5.478076910964202
conventional,affine,2500,1,44,2500,26059,0.03989214999838697,93.51425233619455,61.09540620407311,-1.9730349311617792
conventional,local_xgboost,2500,1,44,2500,26059,0.04438702576821407,93.29509567281836,59.920581211645384,-2.1217692959414913
alphaearth,bias_only,25,2,42,25,26037,-0.23527807513548016,93.92226066140152,65.58407828489476,-18.607515044245265
alphaearth,affine,25,2,42,25,26037,0.0441686798502785,82.61840363787788,55.554721416740016,-11.510987982343474
alphaearth,local_xgboost,25,2,42,25,26037,-0.05338072375079439,86.73189872999271,59.022519280310256,-10.426604839946503
conventional,bias_only,25,2,42,25,26037,-0.4796686415932503,102.79415140112584,74.66489281636598,8.24849431482106
conventional,affine,25,2,42,25,26037,0.044077188442729676,82.62235762693706,56.72509328881554,-3.7988187337791337
conventional,local_xgboost,25,2,42,25,26037,-0.03759047538956417,86.07938567634281,59.69424542364496,0.08775638185104503
alphaearth,bias_only,25,2,43,25,26037,-0.21133211240391003,93.00746038807497,66.29401753286183,13.237683189021327
alphaearth,affine,25,2,43,25,26037,-0.022069757613006225,85.43315396501153,58.71000822069878,-10.053865637586927
alphaearth,local_xgboost,25,2,43,25,26037,-0.1384266568630772,90.16514779048772,64.25370229714852,-10.711597649647258
conventional,bias_only,25,2,43,25,26037,-0.47022987024771234,102.46576613988381,74.11946849147411,-0.7958183319123253
conventional,affine,25,2,43,25,26037,-0.37776901405179486,99.19148160770108,71.17057467956424,-13.508900112780758
conventional,local_xgboost,25,2,43,25,26037,-0.34318202105064,97.93853551035693,71.17739985360866,-13.895861030362855
alphaearth,bias_only,25,2,44,25,26037,-0.24824197596564357,94.41381837654158,68.1506345120867,20.947975291472503
alphaearth,affine,25,2,44,25,26037,-0.0408862518601385,86.21598749304282,60.43937302006719,-0.7537001259985724
alphaearth,local_xgboost,25,2,44,25,26037,-0.21766236853469922,93.25016585564575,66.68855370892555,-2.6980265673675174
conventional,bias_only,25,2,44,25,26037,-0.4959999108451658,103.35987001608278,75.33246362400625,13.589070090538844
conventional,affine,25,2,44,25,26037,0.008165486530767319,84.16001010970814,58.73840547946292,1.373482329091895
conventional,local_xgboost,25,2,44,25,26037,-0.11867375235668076,89.37949464231338,64.53646359675281,6.8503566054361125
alphaearth,bias_only,50,2,42,50,26037,-0.21253616074499804,93.05367300930317,64.93988007352934,-13.558562936236232
alphaearth,affine,50,2,42,50,26037,0.03726853834592447,82.91607829665374,55.59711365275664,-13.488331012397506
alphaearth,local_xgboost,50,2,42,50,26037,0.03797966365870964,82.88544949883673,55.527859111269414,-8.79953023961367
conventional,bias_only,50,2,42,50,26037,-0.47151810682173667,102.51064730022176,74.09719070625263,-3.1357464971699036
conventional,affine,50,2,42,50,26037,0.02670065448211889,83.36992030291991,56.49011606305002,-11.484364422141034
conventional,local_xgboost,50,2,42,50,26037,-0.04018779357867963,86.18705619738103,59.10747485480971,-9.277398489741788
alphaearth,bias_only,50,2,43,50,26037,-0.3070902435455758,96.61375397356665,70.85709357893536,29.30982813389438
alphaearth,affine,50,2,43,50,26037,0.0033890255368060895,84.3624149420024,61.49048117640156,19.65385282377052
alphaearth,local_xgboost,50,2,43,50,26037,-0.18555954054571644,92.01271712347328,68.00707923132444,18.406851160217364
conventional,bias_only,50,2,43,50,26037,-0.5041246282328395,103.64016168706551,75.64947909467124,15.57829293296071
conventional,affine,50,2,43,50,26037,-0.037175769421736726,86.0621817777769,62.41644337618374,16.8391718138135
conventional,local_xgboost,50,2,43,50,26037,-0.292185973144367,96.06134914970151,70.97918972624603,13.137647723136238
alphaearth,bias_only,50,2,44,50,26037,-0.23166504209779948,93.78480467641886,67.3457433990263,17.90078647902378
alphaearth,affine,50,2,44,50,26037,-0.05978187938444757,86.99502463038071,60.9437750318902,-3.2752241450189974
alphaearth,local_xgboost,50,2,44,50,26037,-0.15142773630057604,90.67853896783691,64.64626590013796,-0.015444405724229225
conventional,bias_only,50,2,44,50,26037,-0.5016979201347618,103.5565230246819,75.55529167115988,15.01178061209009
conventional,affine,50,2,44,50,26037,0.04160387956997136,82.72917514228361,57.786191933607064,3.7359098223617613
conventional,local_xgboost,50,2,44,50,26037,-0.2572608669132712,94.75428736621798,67.60755697544477,5.300571720752355
alphaearth,bias_only,100,2,42,100,26037,-0.18734500439672797,92.08197706670695,64.5456218731578,-1.9847087663198553
alphaearth,affine,100,2,42,100,26037,0.06235263336789065,81.82875428874115,55.83265315964623,-3.9230335355063684
alphaearth,local_xgboost,100,2,42,100,26037,0.058337468312008256,82.00376943007582,56.091098521732775,-2.1059860000467303
conventional,bias_only,100,2,42,100,26037,-0.4721559095309751,102.53286057955329,74.3063672135575,3.7930983127464852
conventional,affine,100,2,42,100,26037,0.03984908630756556,82.80487776941077,56.91715671554732,-3.571416186163522
conventional,local_xgboost,100,2,42,100,26037,-0.0417281406543617,86.25084701908007,60.193404481216355,-1.9411434131909568
alphaearth,bias_only,100,2,43,100,26037,-0.3005150148161224,96.37044313307312,70.56332331620905,28.497559159311248
alphaearth,affine,100,2,43,100,26037,0.003520396750506638,84.35685451853857,61.432662866014866,19.944894414310937
alphaearth,local_xgboost,100,2,43,100,26037,-0.1725970837605726,91.50831859451613,68.79302260978778,28.681846891161328
conventional,bias_only,100,2,43,100,26037,-0.531925860714602,104.59358393016463,76.69249289727341,21.005187348377564
conventional,affine,100,2,43,100,26037,0.009459595381547947,84.10508776034739,60.679438014094025,15.61991246542885
conventional,local_xgboost,100,2,43,100,26037,-0.21383040207318027,93.10332175096049,68.49616000697179,20.581375574201328
alphaearth,bias_only,100,2,44,100,26037,-0.18871802260620085,92.13520241472294,64.89785235241263,3.707302574046338
alphaearth,affine,100,2,44,100,26037,0.03484508036395906,83.0203739082525,56.63724455038375,-7.09795671855337
alphaearth,local_xgboost,100,2,44,100,26037,-0.03644055414733938,86.03167323254318,60.17976213761846,-1.4380502140776643
conventional,bias_only,100,2,44,100,26037,-0.4752254205015116,102.63969772052674,74.46374718554281,6.025582490112685
conventional,affine,100,2,44,100,26037,0.0380220865073424,82.88362195137728,56.84549273166478,-4.135030306991493
conventional,local_xgboost,100,2,44,100,26037,-0.08051717767351918,87.84195815772146,60.98986476173144,-5.033489720157466
alphaearth,bias_only,250,2,42,250,26037,-0.19826897468962779,92.50459968479257,65.55325535759445,9.05259803687802
alphaearth,affine,250,2,42,250,26037,0.05545850049841228,82.12902982439384,57.35216705720075,5.032418487599152
alphaearth,local_xgboost,250,2,42,250,26037,-0.036621448677540025,86.03918064821401,60.55231438241666,9.820384571215156
conventional,bias_only,250,2,42,250,26037,-0.48486027206445814,102.97432753626336,74.88375527431364,10.252425455944353
conventional,affine,250,2,42,250,26037,0.02585894628874763,83.40596161973824,58.62315660756655,6.13548143315212
conventional,local_xgboost,250,2,42,250,26037,-0.13831196972999482,90.16060597714734,63.24757763646875,8.738575439461131
alphaearth,bias_only,250,2,43,250,26037,-0.19859426853738693,92.51715493568702,65.57286165754694,9.18000685007797
alphaearth,affine,250,2,43,250,26037,0.06296735497975481,81.80192642535177,56.72365666178626,2.8750220811503104
alphaearth,local_xgboost,250,2,43,250,26037,0.029998916308294987,83.22854078898088,58.46926057990524,7.372211311106007
conventional,bias_only,250,2,43,250,26037,-0.4728967728334941,102.5586571947532,74.34703837547451,4.436018685144307
conventional,affine,250,2,43,250,26037,0.046280736011648727,82.52707412992615,57.198207729107196,0.5742614079917809
conventional,local_xgboost,250,2,43,250,26037,-0.0405246946327531,86.20101240774947,60.647697421743054,4.2795206358857385
alphaearth,bias_only,250,2,44,250,26037,-0.18906962011854866,92.1488272240996,64.92805190179863,4.031739965638036
alphaearth,affine,250,2,44,250,26037,0.05335774113615943,82.220310886098,55.85727817205406,-6.909710331267453
alphaearth,local_xgboost,250,2,44,250,26037,0.023421414977829014,83.51024714491136,57.48516778363747,0.11381394876236031
conventional,bias_only,250,2,44,250,26037,-0.4717630122311871,102.51917739150791,74.2833754801488,3.403208664704367
conventional,affine,250,2,44,250,26037,0.03763361730703596,82.90035543558353,56.50089803746029,-7.694987613662947
conventional,local_xgboost,250,2,44,250,26037,-0.05751699731532267,86.90201546549842,59.96914539839108,-6.6510588115244795
alphaearth,bias_only,500,2,42,500,26037,-0.19340825626605307,92.3167888789497,65.24739400839849,6.872996238478109
alphaearth,affine,500,2,42,500,26037,0.05604300732613565,82.10361410274851,56.51632271973292,-0.9844610073914172
alphaearth,local_xgboost,500,2,42,500,26037,0.05848707610943027,81.99725494625598,56.17047354642117,2.689913224185592
conventional,bias_only,500,2,42,500,26037,-0.47962716333485855,102.7927106217061,74.66309428210405,8.230519615544436
conventional,affine,500,2,42,500,26037,0.046451181157294075,82.51969933514745,57.06726597605625,-0.3563284800848351
conventional,local_xgboost,500,2,42,500,26037,-0.06628148620482976,87.2613856470299,60.38192534454609,2.623261336965955
alphaearth,bias_only,500,2,43,500,26037,-0.19625508819794857,92.42683246066727,65.43067399408092,8.21997123388024
alphaearth,affine,500,2,43,500,26037,0.06364322790194621,81.77241961970734,56.44692418620088,0.8861337261662484
alphaearth,local_xgboost,500,2,43,500,26037,0.08437741716243596,80.86198876935285,55.58021800295382,1.609309140941564
conventional,bias_only,500,2,43,500,26037,-0.4724556446556871,102.54329803913109,74.32316218467342,4.065472780146569
conventional,affine,500,2,43,500,26037,0.04655013243227002,82.51541762395219,57.009912368917426,-0.7852136114635924
conventional,local_xgboost,500,2,43,500,26037,0.019943978147090702,83.65879819584066,57.751063460980745,-2.313972250375905
alphaearth,bias_only,500,2,44,500,26037,-0.20835413584723406,92.89306381847894,66.13237694834228,12.40845977378195
alphaearth,affine,500,2,44,500,26037,0.06387278724072276,81.7623952498294,56.38512102694257,0.5101544312021342
alphaearth,local_xgboost,500,2,44,500,26037,0.06788804297345452,81.58685836059773,56.648844617031905,4.260308918847379
conventional,bias_only,500,2,44,500,26037,-0.4850668249161072,102.98148945640077,74.89222249303154,10.32411094684828
conventional,affine,500,2,44,500,26037,0.042245421568190555,82.70148141312896,56.99491379216468,-2.1896333664927514
conventional,local_xgboost,500,2,44,500,26037,-0.014458892399636492,85.11446964207475,58.758774594016906,0.8099780183787114
alphaearth,bias_only,1000,2,42,1000,26037,-0.20269321647235006,92.6752148179939,65.81412690162503,10.655703164732083
alphaearth,affine,1000,2,42,1000,26037,0.06206722543432863,81.84120715725017,56.73164692802586,2.4744789605687076
alphaearth,local_xgboost,1000,2,42,1000,26037,0.09664725817398179,80.31836407751942,55.68540466674407,6.618102235894832
conventional,bias_only,1000,2,42,1000,26037,-0.4830502562175476,102.91154654508424,74.80874410880018,9.601380550998417
conventional,affine,1000,2,42,1000,26037,0.046228178798688124,82.52934803453289,57.351516933308716,1.6766271948768483
conventional,local_xgboost,1000,2,42,1000,26037,-0.011014450268425069,84.96985010845275,59.11324007914626,4.084621063971809
alphaearth,bias_only,1000,2,43,1000,26037,-0.19855927371372029,92.5158043347204,65.57075340191537,9.166385333043435
alphaearth,affine,1000,2,43,1000,26037,0.0643647875823371,81.74090649660361,56.42669526503745,1.053869878045827
alphaearth,local_xgboost,1000,2,43,1000,26037,0.12044149960747297,79.2535155256249,53.990714526468,1.0219004646931023
conventional,bias_only,1000,2,43,1000,26037,-0.47450237326425926,102.61454141405609,74.4287596392859,5.580699400709758
conventional,affine,1000,2,43,1000,26037,0.04575360219035163,82.54987790672833,57.02905402858718,-0.7986367562782206
conventional,local_xgboost,1000,2,43,1000,26037,0.0503154046384624,82.35232548558977,56.49346626830268,-0.9182506752135569
alphaearth,bias_only,1000,2,44,1000,26037,-0.20072808228802885,92.59947077778067,65.69983900505457,9.975497817082609
alphaearth,affine,1000,2,44,1000,26037,0.0638306119209413,81.76423704882849,56.54752219478105,1.7031267661453697
alphaearth,local_xgboost,1000,2,44,1000,26037,0.11017258338273361,79.71481857883052,54.56291447762953,1.3406979029679638
conventional,bias_only,1000,2,44,1000,26037,-0.4850388708049802,102.98052021734055,74.89107737627297,10.314438444148948
conventional,affine,1000,2,44,1000,26037,0.04649087625684978,82.5179817189612,57.204546282977084,0.6576773394252565
conventional,local_xgboost,1000,2,44,1000,26037,0.04738696514606777,82.47919822672704,57.20841606386372,3.0806591732636885
alphaearth,bias_only,2500,2,42,2500,26037,-0.1954009727015753,92.39383060057865,65.37721545109592,7.840185037483975
alphaearth,affine,2500,2,42,2500,26037,0.06341972989747957,81.78217812346999,56.40325736598716,0.48681464201019564
alphaearth,local_xgboost,2500,2,42,2500,26037,0.1431303726712344,78.22463496664949,53.09097120373061,1.6988459483634497
conventional,bias_only,2500,2,42,2500,26037,-0.47772594739197927,102.72664872305907,74.57920181380626,7.359650403030284
conventional,affine,2500,2,42,2500,26037,0.04638941070690972,82.52237208579514,57.06416234099191,-0.42763331533360044
conventional,local_xgboost,2500,2,42,2500,26037,0.055480260256474456,82.12808380025805,56.41401361045263,0.9824581552799374
alphaearth,bias_only,2500,2,43,2500,26037,-0.19186405321805267,92.2570431839229,65.14101618194702,6.017523195948611
alphaearth,affine,2500,2,43,2500,26037,0.06396967682889565,81.75816391797241,56.097602132348406,-1.541219403039022
alphaearth,local_xgboost,2500,2,43,2500,26037,0.14613633680353577,78.08730542161271,52.584460097886875,-0.8137296250874555
conventional,bias_only,2500,2,43,2500,26037,-0.473206522843697,102.56944066434056,74.36332685199683,4.678702211054927
conventional,affine,2500,2,43,2500,26037,0.045556849930777354,82.5583877831698,56.791898472250956,-2.7568946435151167
conventional,local_xgboost,2500,2,43,2500,26037,0.0580598697261715,82.01585574136742,55.94749798822506,-1.3350733440499842
alphaearth,bias_only,2500,2,44,2500,26037,-0.19262641736631703,92.28654412344984,65.19413360056033,6.45405257361743
alphaearth,affine,2500,2,44,2500,26037,0.064174585909337,81.7492144711789,56.082370824221115,-1.5377647653567872
alphaearth,local_xgboost,2500,2,44,2500,26037,0.15121863961586735,77.85456589999158,52.276285572377134,-1.7069871204994946
conventional,bias_only,2500,2,44,2500,26037,-0.4750008920340949,102.63188657158264,74.45299129036036,5.891030251683764
conventional,affine,2500,2,44,2500,26037,0.045352276704050176,82.56723499993574,56.7779495240142,-2.959087534382425
conventional,local_xgboost,2500,2,44,2500,26037,0.06981435176634443,81.50251078667614,55.604794395582644,-0.6492594868638198
alphaearth,bias_only,25,3,42,25,26033,-0.1485337374580582,93.32411108219848,65.16061226180294,8.038323604522983
alphaearth,affine,25,3,42,25,26033,-0.6611913054769407,112.23590381484993,82.86159276968594,-18.93547633145985
alphaearth,local_xgboost,25,3,42,25,26033,-0.475283334389768,105.76931743646904,77.31182380639446,-21.5011722543145
conventional,bias_only,25,3,42,25,26033,-0.41883168609250987,103.7259504299247,73.93858550250474,5.895795710381701
conventional,affine,25,3,42,25,26033,-0.1216329801781213,92.22472499013577,64.8254038164488,-9.37975375076923
conventional,local_xgboost,25,3,42,25,26033,-0.3463028672743773,101.0400072890393,71.35579633814902,-27.019133255753495
alphaearth,bias_only,25,3,43,25,26033,-0.2783500022867602,98.4570619297177,72.40868869818308,32.38854706405911
alphaearth,affine,25,3,43,25,26033,-0.07746389978250345,90.39061631509264,68.57977653177842,32.658264775786094
alphaearth,local_xgboost,25,3,43,25,26033,-0.11385119500558072,91.90424488023972,68.20763492468312,19.75523677743787
conventional,bias_only,25,3,43,25,26033,-0.633709736708373,111.30365659905289,82.61296293220151,40.794504369917846
conventional,affine,25,3,43,25,26033,-0.15996328407172022,93.78731546536315,71.66457921160814,36.39067824336381
conventional,local_xgboost,25,3,43,25,26033,-0.316289277036621,99.90739958908591,75.29968592887802,21.881910905388434
alphaearth,bias_only,25,3,44,25,26033,-0.1430761470841888,93.10211879477747,64.68776658270714,4.819695131993689
alphaearth,affine,25,3,44,25,26033,0.04885780884291835,84.9267895341908,58.20787576023501,-2.925215299008185
alphaearth,local_xgboost,25,3,44,25,26033,0.015155645987200095,86.41831284251526,59.67660635774177,-1.5960798664736493
conventional,bias_only,25,3,44,25,26033,-0.41453730320434246,103.56885762078092,73.59169699079936,-1.4818513221475824
conventional,affine,25,3,44,25,26033,0.04591576952706433,85.05803438979781,58.11868263792938,-3.9988449096975365
conventional,local_xgboost,25,3,44,25,26033,-0.06955645421741696,90.05831974992313,61.16607599191568,-14.609599254983957
alphaearth,bias_only,50,3,42,50,26033,-0.14057999852515257,93.00040915328509,64.37630590438846,2.0738948302505316
alphaearth,affine,50,3,42,50,26033,0.02103019282283025,86.16018690380382,59.22592389044136,-4.9368398861265
alphaearth,local_xgboost,50,3,42,50,26033,-0.1814383692550714,94.65150397478757,66.45870479381355,-1.7115093045710374
conventional,bias_only,50,3,42,50,26033,-0.47531408520726437,105.77041975896968,76.3909386777452,21.51904529610924
conventional,affine,50,3,42,50,26033,0.04116857618463077,85.26938150745534,58.8106169086195,-1.3792254088722746
conventional,local_xgboost,50,3,42,50,26033,-0.19491615381061034,95.18986253813046,68.67432721602302,11.409762960905043
alphaearth,bias_only,50,3,43,50,26033,-0.24157669013216743,97.03060933867818,70.56332830145544,27.751830313038617
alphaearth,affine,50,3,43,50,26033,-0.0473488753841087,89.11845912666244,66.85779188580544,28.982456759518392
alphaearth,local_xgboost,50,3,43,50,26033,-0.22138530058259653,96.23838535316695,71.94778789771114,29.87831524893951
conventional,bias_only,50,3,43,50,26033,-0.4965996939543065,106.53070707092395,77.24712084521407,24.98958109889734
conventional,affine,50,3,43,50,26033,-0.11383524654538157,91.9035869214186,67.99024871855677,27.180035732823637
conventional,local_xgboost,50,3,43,50,26033,-0.26087696647586767,97.78187012504785,70.3447489619202,8.03686558172659
alphaearth,bias_only,50,3,44,50,26033,-0.14115514331474954,93.02385422487954,64.04694066081196,-2.9431941730282962
alphaearth,affine,50,3,44,50,26033,0.056920413224695876,84.56607145746099,57.60387949855356,-2.123226899242543
alphaearth,local_xgboost,50,3,44,50,26033,-0.0017192383205211215,87.15553855020197,60.47208077726616,3.8130453169071563
conventional,bias_only,50,3,44,50,26033,-0.4262631817976674,103.99724132040465,73.80754531904267,-9.545355767169571
conventional,affine,50,3,44,50,26033,0.03674824053524395,85.46570688043175,58.14363337057262,-4.242267077451167
conventional,local_xgboost,50,3,44,50,26033,-0.06567328126079008,89.89468648520781,61.72464478478218,-3.462430233554525
alphaearth,bias_only,100,3,42,100,26033,-0.1439274692783048,93.13678190460622,64.77133545760051,5.448401658715503
alphaearth,affine,100,3,42,100,26033,0.05290323368009997,84.74599057431507,59.01239392984144,6.091938560131673
alphaearth,local_xgboost,100,3,42,100,26033,-0.08662654177725182,90.77413892618837,64.35665081293764,9.430891371908764
conventional,bias_only,100,3,42,100,26033,-0.4346579088298932,104.30284676858265,74.69267803039179,12.440717764574199
conventional,affine,100,3,42,100,26033,0.03945191605994891,85.34567911525765,60.194328006324696,7.958426570242887
conventional,local_xgboost,100,3,42,100,26033,-0.24530678352613022,97.17625551767416,68.78657559254006,12.067741835610788
alphaearth,bias_only,100,3,43,100,26033,-0.21451837724977785,95.9674662930992,69.1378415798927,23.769297924121368
alphaearth,affine,100,3,43,100,26033,-0.016178824261778413,87.78231983221899,64.86140484559151,24.520407246902554
alphaearth,local_xgboost,100,3,43,100,26033,-0.26667235160518965,98.00633053613198,70.86975929491352,20.62403085709048
conventional,bias_only,100,3,43,100,26033,-0.4736255947121184,105.70987554027613,76.32210550386837,21.219458079980097
conventional,affine,100,3,43,100,26033,-0.11644555380458033,92.01121334732524,66.92104480323806,22.775168807646654
conventional,local_xgboost,100,3,43,100,26033,-0.22930083295834724,96.54973174340705,69.29026481733169,9.747970994419457
alphaearth,bias_only,100,3,44,100,26033,-0.14237554177045864,93.07358270944655,64.00938728667641,-4.232816492679156
alphaearth,affine,100,3,44,100,26033,0.05495787419581322,84.65401629549035,57.73979741284484,-1.453550908211147
alphaearth,local_xgboost,100,3,44,100,26033,-0.006600005112439078,87.3676084292139,60.22210995398324,-0.2373251972498708
conventional,bias_only,100,3,44,100,26033,-0.4334633525796774,104.25941426685488,74.00211223776675,-12.071167206820451
conventional,affine,100,3,44,100,26033,0.01268775833069602,86.52652143756214,58.697193058454936,-4.695326016083038
conventional,local_xgboost,100,3,44,100,26033,-0.04673905633627484,89.09251073055889,60.57623437762397,-8.303906496495944
alphaearth,bias_only,250,3,42,250,26033,-0.14428790613925124,93.15145385115132,63.98859912466383,-5.69370632116574
alphaearth,affine,250,3,42,250,26033,0.059871975785499854,84.43363425097019,57.325115283591465,-3.950307736038531
alphaearth,local_xgboost,250,3,42,250,26033,0.04042892334203518,85.30226402484722,57.70025715527648,-2.836973745549806
conventional,bias_only,250,3,42,250,26033,-0.417472450605455,103.67625398713578,73.6068672845943,-4.945023283307029
conventional,affine,250,3,42,250,26033,0.04372380532782949,85.15568677541664,58.42400677946042,-3.1122548763510136
conventional,local_xgboost,250,3,42,250,26033,-0.043753363292644565,88.96535733737535,60.93381129575516,-2.34592793978177
alphaearth,bias_only,250,3,43,250,26033,-0.14576170209826755,93.21142217695798,64.93542902531559,6.602587473074489
alphaearth,affine,250,3,43,250,26033,0.059509579832455306,84.44990621521465,58.84577706953059,5.528612751172564
alphaearth,local_xgboost,250,3,43,250,26033,-0.0156004605771356,87.75733538518611,60.57295110470574,3.248587361130772
conventional,bias_only,250,3,43,250,26033,-0.4143512815062016,103.562047376833,73.60006369688482,-0.8861553750667844
conventional,affine,250,3,43,250,26033,0.013597618864575778,86.48664286125188,59.69414297855559,2.339193537854299
conventional,local_xgboost,250,3,43,250,26033,-0.035996110158753813,88.63414218778105,60.42258075458111,-5.726711883948713
alphaearth,bias_only,250,3,44,250,26033,-0.14015578388392158,92.98311277587896,64.13358652016244,-1.0412485679858101
alphaearth,affine,250,3,44,250,26033,0.06110319982702028,84.37832753935457,57.97632626687321,1.00105827162035
alphaearth,local_xgboost,250,3,44,250,26033,0.07361098310067027,83.81440808133074,56.6066385108076,1.6740610608349185
conventional,bias_only,250,3,44,250,26033,-0.42504086519041806,103.95266862035483,73.7761201761586,-9.046818654127101
conventional,affine,250,3,44,250,26033,0.04388978698856638,85.1482961827359,58.429654058526495,-1.111942648774827
conventional,local_xgboost,250,3,44,250,26033,-0.021520373548042482,88.01273154985113,60.32027469888949,-0.9414024625631201
alphaearth,bias_only,500,3,42,500,26033,-0.14848157949293572,93.32199201036106,64.00457749831351,-8.013683913806364
alphaearth,affine,500,3,42,500,26033,0.06171840880598101,84.35067870136584,57.41709897243477,-3.648305663474306
alphaearth,local_xgboost,500,3,42,500,26033,0.07366046029161855,83.81216984406281,56.38096047134486,-1.427123453401327
conventional,bias_only,500,3,42,500,26033,-0.4216172169982253,103.82772084098414,73.69167842186589,-7.475508644947656
conventional,affine,500,3,42,500,26033,0.04692736737242942,85.0129297011738,58.26112914836824,-2.7890586116502187
conventional,local_xgboost,500,3,42,500,26033,0.020638387731180652,86.17742677304315,58.26113717771161,-3.3695884990363365
alphaearth,bias_only,500,3,43,500,26033,-0.142005179707978,93.05849409928943,64.57192789200501,3.886934668346467
alphaearth,affine,500,3,43,500,26033,0.05921462437033864,84.46314771555637,58.823029708968825,5.605705113266752
alphaearth,local_xgboost,500,3,43,500,26033,0.06845904127995661,84.04714414372029,56.644958511542946,0.27886451055335537
conventional,bias_only,500,3,43,500,26033,-0.414595032334095,103.57097098993898,73.59018016902814,-1.622851276654831
conventional,affine,500,3,43,500,26033,0.028295115806908577,85.83989472876638,59.50333595284343,3.397770015113935
conventional,local_xgboost,500,3,43,500,26033,-0.01323574984459186,87.65510933327666,59.698363161823394,-2.4254860206737985
alphaearth,bias_only,500,3,44,500,26033,-0.14349668348172617,93.1192433010201,63.993778338282894,-5.1398842441327774
alphaearth,affine,500,3,44,500,26033,0.06247771936831814,84.31654112208531,57.93391472211605,-0.052022783191368036
alphaearth,local_xgboost,500,3,44,500,26033,0.0761884296209222,83.6977305191322,57.15287217654966,3.0338350835604055
conventional,bias_only,500,3,44,500,26033,-0.4183898347390367,103.7097980487823,73.62259818472893,-5.604446965274056
conventional,affine,500,3,44,500,26033,0.04660051269012366,85.02750597333869,58.82637373087095,0.6576044819956389
conventional,local_xgboost,500,3,44,500,26033,-0.0015815318582437232,87.14954770320323,60.538834051061976,0.7726475078861864
alphaearth,bias_only,1000,3,42,1000,26033,-0.14086173153381987,93.01189439207869,64.06189668650687,-2.537210178858917
alphaearth,affine,1000,3,42,1000,26033,0.06354380054092834,84.26858821098877,57.94034355134779,0.6368632739112742
alphaearth,local_xgboost,1000,3,42,1000,26033,0.11323657055520586,82.00226922622741,55.15226196765623,1.3987377126985356
conventional,bias_only,1000,3,42,1000,26033,-0.4170737544707681,103.66167231793374,73.60093060331725,-4.629246398500192
conventional,affine,1000,3,42,1000,26033,0.047939978970585995,84.96775583218887,58.67320568333987,0.5852345188122802
conventional,local_xgboost,1000,3,42,1000,26033,0.04359979498489863,85.16120811100886,57.84014374247888,1.0507879659017072
alphaearth,bias_only,1000,3,43,1000,26033,-0.14006411720504053,92.97937485489241,64.15885950572537,-0.6237671802098743
alphaearth,affine,1000,3,43,1000,26033,0.06311270344483622,84.28798247831561,58.12505592066449,1.6934369261157294
alphaearth,local_xgboost,1000,3,43,1000,26033,0.12258619989801611,81.56882642111144,54.09919073180438,-0.11375921797799234
conventional,bias_only,1000,3,43,1000,26033,-0.4163306163636986,103.63448776209701,73.59192886216037,-3.9742506437811533
conventional,affine,1000,3,43,1000,26033,0.04282746392916792,85.19558669660374,58.72486920005534,0.6743951793305164
conventional,local_xgboost,1000,3,43,1000,26033,0.02282859065816223,86.08101105995091,58.30908148608796,-2.4564624265943453
alphaearth,bias_only,1000,3,44,1000,26033,-0.1419647426952142,93.05684654072665,64.01884712451853,-3.8472880309195214
alphaearth,affine,1000,3,44,1000,26033,0.06284944014101124,84.29982401689222,57.97155023685285,0.3810837080949665
alphaearth,local_xgboost,1000,3,44,1000,26033,0.10230753667032377,82.50604570396709,55.67026193263146,3.7628271595323763
conventional,bias_only,1000,3,44,1000,26033,-0.41906839294262443,103.73460248474011,73.63562213520166,-6.046103467060806
conventional,affine,1000,3,44,1000,26033,0.045998651009612646,85.05433980556859,58.872985255004046,0.7370262867474612
conventional,local_xgboost,1000,3,44,1000,26033,0.041415169534188445,85.25841596440978,58.700435913316106,1.0125567832135225
alphaearth,bias_only,2500,3,42,2500,26033,-0.14039443707009824,92.99284370709911,64.09871008110782,-1.70115191016908
alphaearth,affine,2500,3,42,2500,26033,0.06345842383965417,84.27242950656233,57.95430876111723,0.631400822249533
alphaearth,local_xgboost,2500,3,42,2500,26033,0.13824175573734,80.83784118864679,53.380325539115894,0.2278117132282124
conventional,bias_only,2500,3,42,2500,26033,-0.41968224392244613,103.7570364642712,73.64825436707477,-6.419519476990379
conventional,affine,2500,3,42,2500,26033,0.04792910331093925,84.96824113654677,58.62475314865016,-0.04685564448114032
conventional,local_xgboost,2500,3,42,2500,26033,0.06580362782826865,84.16684961366843,56.652473383172186,-0.1720992786856937
